source_id,iso3_country,original_inventory_sector,start_time,end_time,temporal_granularity,gas,emissions_quantity,emissions_factor,emissions_factor_units,capacity,capacity_units,capacity_factor,activity,activity_units,created_date,modified_date,source_name,source_type,lat,lon,other1,other2,other3,other4,other5,other6,other7,other1_def,other2_def,other3_def,other4_def,other5_def,other6_def,other7_def,geometry_ref
18653428,BRA,aluminum,2015-12-01 00:00:00,2015-12-31 00:00:00,month,co2e_20yr,7697,,,120000,T of aluminum,1,21480,T of aluminum,2023-10-12 00:00:00,,Pocos de Caldas Bauxite Mine and Alumina Refinery,Refinery,-21.8434,-46.5922,0.37664612,8090.51960283,0.35834112,7697.32035013,2604.41412203,0.018305,0.12124592,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-46.5922_-21.8434
18653428,BRA,aluminum,2016-01-01 00:00:00,2016-01-31 00:00:00,month,co2,5884,0.26524205,T of CO2 per T of aluminum,120000,T of aluminum,1,22185,T of aluminum,2023-10-12 00:00:00,,Pocos de Caldas Bauxite Mine and Alumina Refinery,Refinery,-21.8434,-46.5922,0.27879131,6185.00007966,0.26524205,5884.40907579,2589.73475804,0.01354926,0.11673331,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-46.5922_-21.8434
18653428,BRA,aluminum,2016-01-01 00:00:00,2016-01-31 00:00:00,month,ch4,,,field_not_modeled,120000,T of aluminum,1,22185,T of aluminum,2023-10-12 00:00:00,,Pocos de Caldas Bauxite Mine and Alumina Refinery,Refinery,-21.8434,-46.5922,0.27879131,6185.00007966,0.26524205,5884.40907579,2589.73475804,0.01354926,0.11673331,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-46.5922_-21.8434
18653476,BRA,aluminum,2015-02-01 00:00:00,2015-02-28 00:00:00,month,ch4,,,field_not_modeled,3500000,T of aluminum,1,598488,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.37664612,225418.01428189,0.35834112,214462.69878779,72564.17246071,0.018305,0.12124592,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2015-02-01 00:00:00,2015-02-28 00:00:00,month,n2o,,,field_not_modeled,3500000,T of aluminum,1,598488,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.37664612,225418.01428189,0.35834112,214462.69878779,72564.17246071,0.018305,0.12124592,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2015-02-01 00:00:00,2015-02-28 00:00:00,month,co2e_100yr,214463,,,3500000,T of aluminum,1,598488,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.37664612,225418.01428189,0.35834112,214462.69878779,72564.17246071,0.018305,0.12124592,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2015-02-01 00:00:00,2015-02-28 00:00:00,month,co2e_20yr,214463,,,3500000,T of aluminum,1,598488,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.37664612,225418.01428189,0.35834112,214462.69878779,72564.17246071,0.018305,0.12124592,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2016-02-01 00:00:00,2016-02-29 00:00:00,month,co2,150980,0.26524205,T of CO2 per T of aluminum,3500000,T of aluminum,1,569217,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.27879131,158692.77554407,0.26524205,150980.30665263,66446.59521139,0.01354926,0.11673331,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2016-02-01 00:00:00,2016-02-29 00:00:00,month,ch4,,,field_not_modeled,3500000,T of aluminum,1,569217,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.27879131,158692.77554407,0.26524205,150980.30665263,66446.59521139,0.01354926,0.11673331,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2016-02-01 00:00:00,2016-02-29 00:00:00,month,n2o,,,field_not_modeled,3500000,T of aluminum,1,569217,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.27879131,158692.77554407,0.26524205,150980.30665263,66446.59521139,0.01354926,0.11673331,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2016-02-01 00:00:00,2016-02-29 00:00:00,month,co2e_100yr,150980,,,3500000,T of aluminum,1,569217,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.27879131,158692.77554407,0.26524205,150980.30665263,66446.59521139,0.01354926,0.11673331,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2016-02-01 00:00:00,2016-02-29 00:00:00,month,co2e_20yr,150980,,,3500000,T of aluminum,1,569217,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.27879131,158692.77554407,0.26524205,150980.30665263,66446.59521139,0.01354926,0.11673331,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2017-02-01 00:00:00,2017-02-28 00:00:00,month,co2,141373,0.26273598,T of CO2 per T of aluminum,3500000,T of aluminum,1,538078,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.27615722,148594.2037666,0.26273598,141372.52546354,62455.43757779,0.01342124,0.11607128,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2017-02-01 00:00:00,2017-02-28 00:00:00,month,ch4,,,field_not_modeled,3500000,T of aluminum,1,538078,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.27615722,148594.2037666,0.26273598,141372.52546354,62455.43757779,0.01342124,0.11607128,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2017-02-01 00:00:00,2017-02-28 00:00:00,month,n2o,,,field_not_modeled,3500000,T of aluminum,1,538078,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.27615722,148594.2037666,0.26273598,141372.52546354,62455.43757779,0.01342124,0.11607128,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2017-02-01 00:00:00,2017-02-28 00:00:00,month,co2e_100yr,141373,,,3500000,T of aluminum,1,538078,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.27615722,148594.2037666,0.26273598,141372.52546354,62455.43757779,0.01342124,0.11607128,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2017-02-01 00:00:00,2017-02-28 00:00:00,month,co2e_20yr,141373,,,3500000,T of aluminum,1,538078,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.27615722,148594.2037666,0.26273598,141372.52546354,62455.43757779,0.01342124,0.11607128,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2018-02-01 00:00:00,2018-02-28 00:00:00,month,co2,140430,0.24298468,T of CO2 per T of aluminum,3500000,T of aluminum,1,577936,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.25539697,147603.08748768,0.24298468,140429.57743578,72852.15684555,0.01241229,0.12605576,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2018-02-01 00:00:00,2018-02-28 00:00:00,month,ch4,,,field_not_modeled,3500000,T of aluminum,1,577936,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.25539697,147603.08748768,0.24298468,140429.57743578,72852.15684555,0.01241229,0.12605576,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2018-02-01 00:00:00,2018-02-28 00:00:00,month,n2o,,,field_not_modeled,3500000,T of aluminum,1,577936,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.25539697,147603.08748768,0.24298468,140429.57743578,72852.15684555,0.01241229,0.12605576,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2018-02-01 00:00:00,2018-02-28 00:00:00,month,co2e_100yr,140430,,,3500000,T of aluminum,1,577936,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.25539697,147603.08748768,0.24298468,140429.57743578,72852.15684555,0.01241229,0.12605576,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2018-02-01 00:00:00,2018-02-28 00:00:00,month,co2e_20yr,140430,,,3500000,T of aluminum,1,577936,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.25539697,147603.08748768,0.24298468,140429.57743578,72852.15684555,0.01241229,0.12605576,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2019-02-01 00:00:00,2019-02-28 00:00:00,month,co2,97162,0.23181821,T of CO2 per T of aluminum,3500000,T of aluminum,1,419128,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.2436601,102124.79630689,0.23181821,97161.53120638,50687.33003904,0.01184188,0.12093517,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2019-02-01 00:00:00,2019-02-28 00:00:00,month,ch4,,,field_not_modeled,3500000,T of aluminum,1,419128,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.2436601,102124.79630689,0.23181821,97161.53120638,50687.33003904,0.01184188,0.12093517,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2019-02-01 00:00:00,2019-02-28 00:00:00,month,n2o,,,field_not_modeled,3500000,T of aluminum,1,419128,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.2436601,102124.79630689,0.23181821,97161.53120638,50687.33003904,0.01184188,0.12093517,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2019-02-01 00:00:00,2019-02-28 00:00:00,month,co2e_100yr,97162,,,3500000,T of aluminum,1,419128,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.2436601,102124.79630689,0.23181821,97161.53120638,50687.33003904,0.01184188,0.12093517,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
18653476,BRA,aluminum,2019-02-01 00:00:00,2019-02-28 00:00:00,month,co2e_20yr,97162,,,3500000,T of aluminum,1,419128,T of aluminum,2023-10-12 00:00:00,2024-02-27 14:36:31.515312,Sao Luis Alumina Refinery and Aluminum Smelter,Refinery,-2.708176,-44.349249,0.2436601,102124.79630689,0.23181821,97161.53120638,50687.33003904,0.01184188,0.12093517,Total emissions factor (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + Cpc Production Emissions + Alumina Refining Emissions),Total emissions (Anode Consumption Emissions + Electrolysis Electricity Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions factor excluding electricity factor  (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),Total emissions excluding electricity (Anode Consumption Emissions + Anode Production Emissions + CPC Production Emissions + Alumina Refining Emissions),total_electricity_consumption,average_electricity_emission_factor,average_electricity_consumption_factor,trace_-44.349249_-2.708176
